,BRK-A_open,BRK-A_high,BRK-A_low,BRK-A_close,BRK-A_volume
2017-10-25,285350.0000,285350.0000,281600.0000,283035.0000,256
2017-10-24,284800.0000,285950.0000,284335.0000,284570.0000,291
2017-10-23,283520.0000,284575.0000,283220.0000,284198.0000,218
2017-10-20,281780.0000,283390.0000,281460.0000,283353.0000,234
2017-10-19,280500.0000,280960.0000,279700.0000,280815.0000,224
2017-10-18,281715.0000,282130.0000,280790.0000,281290.0000,129
2017-10-17,283000.0000,283000.0000,279900.0000,281050.0000,170
2017-10-16,281800.0000,282880.0000,281410.0000,281960.0000,270
2017-10-13,280240.0000,281930.0000,279780.0000,280850.0000,207
2017-10-12,281410.0000,281800.0000,278980.0000,279383.0000,160
2017-10-11,282100.0000,282100.0000,279760.0000,281085.0000,244
2017-10-10,281000.0000,282270.0000,280800.0000,281950.0000,260
2017-10-09,281460.0000,281700.0000,280000.0000,281089.0000,129
2017-10-06,281030.0000,281180.0000,279280.0000,281000.0000,198
2017-10-05,279350.0000,282000.0000,278780.0000,280360.0000,306
2017-10-04,279200.0000,279960.0000,278385.0000,278670.0000,148
2017-10-03,278200.0000,279660.0000,277000.0000,278700.0000,226
2017-10-02,274999.0000,278010.0000,274500.0000,278010.0000,225
2017-09-29,274900.0000,274950.0000,273755.0000,274740.0000,203
2017-09-28,275870.0000,275945.0000,273825.0000,274770.0000,101
2017-09-27,274260.0000,275745.0000,273801.0000,274940.0000,162
2017-09-26,273700.0000,274270.0000,272600.0000,272800.0000,172
2017-09-25,273379.0000,273861.0000,271250.0000,273660.0000,184
2017-09-22,274165.0000,274200.0000,272000.0000,273139.0000,207
2017-09-21,275475.0000,275740.0000,274600.0000,274600.0000,266
2017-09-20,275040.0000,275820.0000,273730.0000,275630.0000,729
2017-09-19,271950.0000,274850.0000,271950.0000,274850.0000,315
2017-09-18,270980.0000,272580.0000,270340.0000,272480.0000,293
2017-09-15,268800.0000,270510.0000,268680.0000,270200.0000,379
2017-09-14,268400.0000,268620.0000,267760.0000,268322.0000,194
2017-09-13,267100.0000,268570.0000,266890.0000,268450.0000,190
2017-09-12,267400.0000,268000.0000,266798.0000,267911.0000,196
2017-09-11,267005.0000,268880.0000,266100.0000,266870.0000,225
2017-09-08,260500.0000,263820.0000,260490.0000,263600.0000,209
2017-09-07,265760.0000,265760.0000,259040.0000,260500.0000,576
2017-09-06,266500.0000,266859.0000,265160.0000,265420.0000,379
2017-09-05,270350.0000,270395.0000,264600.0000,265744.0000,519
2017-09-01,272800.0000,272885.0000,271040.0000,271061.8000,207
2017-08-31,271000.0000,272857.0000,270985.3300,271450.0000,222
2017-08-30,268450.0000,271470.0000,268100.0000,270420.0000,269
2017-08-29,267250.0000,268160.0000,266045.1500,268090.0000,270
2017-08-28,270400.0000,270400.0000,267450.0000,268035.0000,282
2017-08-25,268820.0000,270550.0000,268820.0000,269761.0000,196
2017-08-24,270500.0000,270630.0000,267590.0000,268565.0000,276
2017-08-23,269000.0000,271199.0000,269000.0000,270430.0000,192
2017-08-22,268252.0000,271369.0000,268252.0000,270960.0000,290
2017-08-21,267301.0000,268614.0000,266600.0000,268540.0000,278
2017-08-18,266100.0000,268761.0000,265612.0000,267377.0000,490
2017-08-17,268100.0000,268440.0000,266636.0000,267075.0000,609
2017-08-16,267000.0000,268700.0000,266590.0000,267856.0000,343
2017-08-15,267100.0000,267380.0000,266012.0000,266795.0000,331
2017-08-14,264999.9900,266543.0000,264999.9900,266369.9900,170
2017-08-11,264660.0000,265500.0000,263000.0000,263000.0000,173
2017-08-10,265730.0000,266710.9800,264601.0000,264601.0000,192
2017-08-09,263390.0000,267225.0100,263270.0000,267030.0000,295
2017-08-08,266860.0000,267360.0000,264566.0000,264566.0000,178
2017-08-07,266350.0000,267610.0000,265850.0000,266985.0000,221
2017-08-04,268600.0000,270000.0000,268160.0000,270000.0000,252
2017-08-03,266625.0000,268430.0000,266201.0000,268370.0000,332
2017-08-02,264680.0000,266950.0000,264500.0000,266730.0000,279
2017-08-01,263929.0000,264500.0000,262700.0000,264321.0000,133
2017-07-31,261604.0000,263441.0000,261370.0000,262786.0000,287
2017-07-28,259820.0000,261560.0000,258472.0000,261026.0000,200
2017-07-27,259390.0000,259860.0000,258760.0000,259709.0000,162
2017-07-26,259600.0000,260741.0000,259300.0000,259600.0000,223
2017-07-25,258730.0000,260060.0000,258660.0000,259410.0000,373
2017-07-24,257644.0000,258210.0000,257020.0000,257689.0000,198
2017-07-21,257779.0000,257779.0000,256540.0000,257645.0000,250
2017-07-20,257800.0000,258300.0000,257415.0000,257651.0000,223
2017-07-19,256600.0000,257786.0000,256600.0000,257500.0000,224
2017-07-18,256390.0000,256880.0000,255860.0000,256100.0100,215
2017-07-17,255950.0000,257665.0000,255650.0000,256200.0000,409
2017-07-14,255149.0000,256262.0000,254400.0000,256020.0000,436
2017-07-13,256300.0000,256300.0000,255180.0000,256000.0000,522
2017-07-12,255500.0000,256132.0000,254500.0000,256000.0000,704
2017-07-11,255200.0000,256270.0000,252254.0000,255500.0000,676
2017-07-10,256750.0000,257015.0000,255050.0000,255400.0000,238
2017-07-07,255820.0000,257000.0000,254840.0000,256780.0000,280
2017-07-06,257640.0000,257862.0000,255150.0000,255550.0000,255
2017-07-05,257402.0000,258750.0000,257178.0000,257500.0000,253
2017-07-03,254990.0000,258970.0000,254990.0000,257980.0000,216
2017-06-30,254240.0000,255160.0000,253980.0000,254700.0000,255
2017-06-29,256170.0000,256610.0000,253030.0000,253901.0000,316
2017-06-28,251920.0000,255230.0000,251920.0000,254660.0000,355
2017-06-27,251520.0000,252065.0000,250165.0000,251310.0000,264
2017-06-26,252150.0000,252450.0000,250580.0000,251480.0000,348
2017-06-23,253300.0000,253300.0000,250000.0000,251800.0000,267
2017-06-22,253480.0000,254040.0000,252510.0000,252620.0000,224
2017-06-21,256400.0000,256400.0000,254160.0000,254400.0000,173
2017-06-20,256900.0100,257290.0000,255740.0000,255860.0000,226
2017-06-19,256960.0000,257944.6400,256310.0000,257320.0000,286
2017-06-16,256070.0000,256450.1000,255130.0000,256450.1000,567
2017-06-15,255920.0000,256300.0000,254440.0000,255596.0000,298
2017-06-14,256500.0000,257200.0000,254000.0000,257150.0000,319
2017-06-13,257100.0000,257698.0500,256495.0000,257200.0000,363
2017-06-12,254965.0000,255900.0000,253900.0000,255900.0000,264
2017-06-09,251660.0000,255180.0000,251280.0000,254965.0000,465
2017-06-08,249500.0000,251820.0000,249500.0000,250305.0000,439
2017-06-07,249330.0000,250105.0000,249000.0000,249621.0000,388
2017-06-06,249200.0100,250012.0000,248650.0000,249300.0000,332
2017-06-05,249859.9900,250735.1500,249660.0000,250000.0000,301
2017-06-02,249700.0000,250600.0000,248936.0000,249660.0000,532
2017-06-01,248530.0000,250290.2200,247610.0000,250000.0000,1110
2017-05-31,248000.0000,248467.2200,246520.0000,248440.0000,889
2017-05-30,249010.0000,249010.0000,247025.0000,248101.0000,342
2017-05-26,247730.0000,248820.0000,247690.0000,248540.0000,247
2017-05-25,248120.0000,248620.0000,247110.0000,247850.0000,190
2017-05-24,248501.0000,248501.0000,246910.0000,247478.9100,400
2017-05-23,248100.0000,248690.0000,247390.0000,248121.0000,327
2017-05-22,247499.9000,248270.0000,246200.5000,247820.0000,482
2017-05-19,243355.0000,246220.0000,242840.5400,244910.0000,254
2017-05-18,243000.0000,244450.0000,242180.0000,242510.0000,288
2017-05-17,244499.9700,244680.0000,242500.0000,243110.0000,470
2017-05-16,246450.0000,246450.0000,245200.0000,245701.0000,147
2017-05-15,246200.0000,246276.8700,245370.8900,245800.0000,273
2017-05-12,244725.0000,245590.0000,244146.0000,245220.0000,196
2017-05-11,245769.9600,245769.9600,243770.0000,245240.0000,234
2017-05-10,245800.0000,245850.0000,245100.0000,245849.9500,362
2017-05-09,247750.0000,247940.0000,245000.0000,246000.0000,371
2017-05-08,250000.0000,250000.0000,246401.0000,247160.0000,347
2017-05-05,250530.0000,250530.0000,249100.0000,250000.0000,351
2017-05-04,251200.0000,252000.0000,249400.0000,249540.0000,286
2017-05-03,248900.0000,250825.0000,248900.0000,250000.0000,214
2017-05-02,248900.0000,249460.0000,248000.0000,249010.0000,219
2017-05-01,248460.0000,249420.0000,248000.0000,248270.0000,180
2017-04-28,249500.0000,249500.0000,246750.0000,247780.0000,251
2017-04-27,251460.0000,251600.0000,248475.0000,249950.0000,257
2017-04-26,251231.0000,253390.0000,250919.9700,251351.0000,263
2017-04-25,250125.0000,252000.0000,250125.0000,251231.0000,362
2017-04-24,248998.9900,249000.0000,246880.0000,248850.0000,179
2017-04-21,247850.0000,247850.0000,245060.0000,245550.0000,183
2017-04-20,244701.0000,247950.0000,244701.0000,247200.0500,173
2017-04-19,246050.0000,246684.2200,243600.0000,244047.0000,256
2017-04-18,246340.0000,246400.0000,245000.0000,245750.0000,135
2017-04-17,245860.0000,247026.0800,244415.5000,246700.0000,244
2017-04-13,247380.0000,248140.0000,245000.0000,245000.0000,236
2017-04-12,248200.0000,248400.0000,247341.0000,247930.0000,182
2017-04-11,248947.0000,249720.0000,247875.0000,248601.0000,305
2017-04-10,249559.9900,250930.0000,249359.9900,250399.0000,319
2017-04-07,248998.0000,250396.7500,248370.0000,249465.0000,176
2017-04-06,249099.0000,250463.4600,248000.0000,250290.0000,146
2017-04-05,251400.0000,252424.4400,248900.0100,248900.0100,318
2017-04-04,250000.0100,250696.3300,249323.5000,250550.0000,386
2017-04-03,250121.0000,250600.0000,248523.0000,250600.0000,219
2017-03-31,251500.0000,251620.0000,249850.0000,249850.0000,295
2017-03-30,249500.0000,251831.0000,249040.0000,251800.0000,287
2017-03-29,252419.9900,252419.9900,249761.0000,249761.0000,276
2017-03-28,251299.9900,252999.7800,249660.0000,252520.0000,411
2017-03-27,250100.0000,251270.0000,248810.0000,250881.0000,520
2017-03-24,255440.0000,255440.0000,252100.0000,252301.0000,275
2017-03-23,254120.0000,257020.0000,253900.0000,254702.0100,261
2017-03-22,253200.0000,254900.0000,252400.0000,253880.0000,245
2017-03-21,257900.0100,258300.0000,253651.0000,253651.0000,392
2017-03-20,258650.0000,259270.0000,257597.5000,258000.0000,190
2017-03-17,260320.0100,260475.0000,258609.5000,258952.0000,377
2017-03-16,262910.0000,263050.0000,260600.0000,260919.0000,303
2017-03-15,262000.0000,262500.0000,260605.5300,261787.0000,692
2017-03-14,262880.0000,263099.5500,261390.0000,261900.0000,408
2017-03-13,262880.0000,263340.0000,262040.0000,262990.0000,295
2017-03-10,263500.0000,263800.0000,261659.8000,262491.0000,552
2017-03-09,263480.0000,263619.5000,262380.0000,262866.0000,314
2017-03-08,263900.0000,263900.0000,262280.0000,262350.0000,267
2017-03-07,263100.0000,263560.0000,262500.0000,262860.0000,213
2017-03-06,263151.0000,263760.0000,261500.0000,262800.0100,197
2017-03-03,263780.0000,264690.0000,262700.0000,263160.0000,256
2017-03-02,266390.0000,266445.0000,263260.5000,263600.0000,387
2017-03-01,261815.0000,266020.0000,261370.0000,266013.0000,994
2017-02-28,256329.9600,258270.0000,255870.0000,257100.0000,1021
2017-02-27,256231.0000,256760.0000,255501.0000,255795.0000,445
2017-02-24,254560.0000,255200.0000,253810.0000,255040.0000,536
2017-02-23,254520.0000,255200.0000,253730.0000,254900.0000,393
2017-02-22,253600.0000,254500.0000,252580.0000,254151.0000,386
2017-02-21,253100.0000,254380.0000,252759.5000,253690.0000,554
2017-02-17,250800.0000,252860.0000,250059.9700,252838.0000,317
2017-02-16,251000.0000,251610.0000,249160.0000,251500.0000,455
2017-02-15,250418.9900,250990.0000,249240.0000,250990.0000,784
2017-02-14,248750.0000,250440.0000,247810.0000,250419.0000,388
2017-02-13,246800.0000,249270.0000,246800.0000,248340.0500,367
2017-02-10,246899.8000,246950.0000,245490.0000,246000.0000,314
2017-02-09,244877.0000,246700.0000,244350.0000,246000.0000,458
2017-02-08,244599.8800,244599.8800,243370.0000,244151.0000,263
2017-02-07,245400.0000,245650.0000,243956.5000,244260.0000,216
2017-02-06,245050.0000,245750.0000,244621.5500,244825.3300,173
2017-02-03,245830.3300,246200.0000,244040.0000,245646.0000,308
2017-02-02,244718.0000,244790.5000,243410.0000,244330.0000,373
2017-02-01,247700.0000,247774.5000,245000.0000,245430.0000,321
2017-01-31,246800.0000,247737.5000,244640.0000,245980.3500,211
2017-01-30,246260.0000,247340.0000,244880.0000,246500.0100,227
2017-01-27,247420.0000,247500.0000,245360.0000,246999.9900,145
2017-01-26,247499.9900,247640.0000,246210.0000,247640.0000,206
2017-01-25,242840.0000,246900.0000,242160.5000,246340.0000,308
2017-01-24,238900.0000,241560.0000,238310.0000,240940.0500,247
2017-01-23,239500.1000,240250.0000,237983.8200,238100.0500,206
2017-01-20,240280.0000,240980.0000,239460.0000,240280.0000,166
2017-01-19,241000.0000,241500.0000,238730.0000,239120.0000,172
2017-01-18,240698.0000,241000.0000,239250.0000,240700.0000,368
2017-01-17,242300.0100,242300.0100,239000.0000,239166.0000,598
2017-01-13,242165.0000,244690.0000,242165.0000,242500.0500,367
2017-01-12,242920.0000,242920.0000,240580.0000,242849.9000,213
2017-01-11,242425.0000,243540.0000,241710.5000,243160.0000,202
2017-01-10,243000.0000,244010.0000,242077.0000,242077.0000,186
2017-01-09,244990.0000,244990.0000,243111.0000,243111.0000,174
2017-01-06,245575.0000,245650.0000,244190.0000,245394.0000,171
2017-01-05,245665.3300,245665.3300,243360.0000,244851.5000,186
2017-01-04,246600.0000,246600.0000,244550.0000,246599.9900,258
2017-01-03,246382.2500,246730.0000,243800.0000,245850.0000,407
2016-12-30,244850.0000,245580.0000,243930.0000,244121.0000,164
2016-12-29,245870.0000,246720.0000,244500.0000,244500.0000,107
2016-12-28,248000.0000,248200.0000,245330.0000,245330.0000,159
2016-12-27,248000.0000,248625.0000,247150.0000,247300.0000,197
2016-12-23,249000.0000,249000.0000,247200.0000,248000.0000,156
2016-12-22,248190.0000,249100.0000,247420.0000,249000.0000,162
2016-12-21,249100.0000,249929.0000,248480.0000,248631.0000,339
2016-12-20,248300.0000,249585.0000,248120.0000,249041.0000,276
2016-12-19,247899.0000,248330.0000,246700.0000,248330.0000,155
2016-12-16,248540.0000,248900.0000,246405.0000,246405.0000,226
2016-12-15,248061.0000,250499.9900,247190.0000,248271.0000,341
2016-12-14,249360.0000,250786.0000,247020.0000,247120.0000,302
2016-12-13,249750.0000,250419.5000,248110.0000,249711.0000,298
2016-12-12,246670.0000,249969.0000,246440.5000,248888.6800,872
2016-12-09,246000.0000,247680.0000,244600.0000,247190.0000,330
2016-12-08,247160.0000,248820.0000,245270.1100,246120.0000,462
2016-12-07,242600.0000,246890.0000,242410.0000,246380.0500,830
2016-12-06,240430.0000,242210.0000,239950.0000,241836.0000,306
2016-12-05,240250.0000,241040.0000,239000.0000,240000.0000,299
2016-12-02,240000.0000,240000.0000,238173.3100,239070.0000,300
2016-12-01,236361.0000,240200.0000,236340.0000,239821.0000,538
2016-11-30,237230.0000,237998.9000,236330.0000,237000.0000,269
2016-11-29,235795.3300,236900.0000,235320.0000,236391.0000,249
2016-11-28,236659.0000,237660.0000,235370.0000,235400.0000,249
2016-11-25,237150.0000,237635.0000,236510.0000,237085.0000,155
2016-11-23,238250.0000,238250.0000,236070.0000,237070.0000,284
2016-11-22,238589.9900,238589.9900,236740.0000,237801.0000,341
2016-11-21,236340.0100,238050.0000,236160.0000,237500.0000,379
2016-11-18,237240.0000,237685.6500,236000.0000,236391.0000,455
2016-11-17,234910.0000,237893.2900,234470.0000,237550.0000,374
2016-11-16,235101.0000,236320.0000,234130.0000,235470.0000,444
2016-11-15,236300.0000,236370.0000,234000.0000,236000.0000,665
2016-11-14,236150.0000,237153.2900,234930.0000,236650.0000,865
2016-11-11,233310.0000,235870.0000,232770.5000,234860.0000,430
2016-11-10,227499.0000,234910.0000,227499.0000,233750.0000,1403
2016-11-09,218930.0000,227368.2900,218500.0000,227134.9800,1107
2016-11-08,220425.0000,222150.0000,219650.0000,221484.8000,551
2016-11-07,216850.0000,220720.0000,216600.0000,220303.0000,936
2016-11-04,214960.0000,215680.0000,213680.0000,214545.0000,469
2016-11-03,214860.0000,216630.0000,214860.0000,215001.0000,330
2016-11-02,214640.0000,215700.0000,214640.0000,214900.0000,592
2016-11-01,216798.0000,217090.0000,214835.1500,215370.0000,669
2016-10-31,215900.0200,217000.0000,215700.0000,215700.0000,298
2016-10-28,217010.0000,217810.0000,214470.0000,216200.0000,293
2016-10-27,216400.0000,217110.0000,215860.0000,216820.0000,427
2016-10-26,214900.0000,216660.0000,214710.0000,215840.0000,480
2016-10-25,215347.0000,216190.0000,214880.0000,215249.9600,307
2016-10-24,216440.0000,217260.0000,215500.0000,215500.0000,194
2016-10-21,215400.0000,215940.0000,214259.0000,215600.0000,247
2016-10-20,217014.0000,218000.0000,216340.0000,216975.0000,153
2016-10-19,216700.0000,218500.0000,216700.0000,217350.0000,216
2016-10-18,216599.9000,217480.0000,216200.0000,216300.0000,203
2016-10-17,216899.9900,216899.9900,215100.0000,216225.0000,123
2016-10-14,215620.3300,217280.0000,215620.3300,216370.0000,201
2016-10-13,216100.0000,216100.0000,213030.0000,214660.0000,618
2016-10-12,216351.0000,217800.0000,216300.0000,217230.0000,125
2016-10-11,217599.0000,217599.0000,215372.6900,215920.0000,228
2016-10-10,217530.0000,218470.0000,217500.0000,217730.0000,109
2016-10-07,215890.0000,217370.0000,215780.0000,216640.0000,300
2016-10-06,215970.0000,215970.0000,214945.0000,215860.0000,195
2016-10-05,215458.9900,216400.0000,215010.0000,216300.0000,143
2016-10-04,215960.0000,216210.0000,214270.0000,214519.7300,188
2016-10-03,216000.0000,216380.0000,214820.0000,215700.0000,256
2016-09-30,216620.0000,218049.0000,216220.0000,216220.0000,291
2016-09-29,217790.0000,218200.0000,215208.1800,215300.0000,292
2016-09-28,217700.0000,217930.0000,216070.0000,217695.0000,251
2016-09-27,216160.0000,218030.0000,216120.0000,217960.0000,327
2016-09-26,217000.0500,217350.0000,216080.0000,216160.0000,241
2016-09-23,219440.0000,219530.0000,217432.0000,217750.0000,214
2016-09-22,219900.0000,220500.0000,219250.0000,219999.9000,313
2016-09-21,218939.3800,219680.0000,217500.0000,219440.0000,450
2016-09-20,218859.9900,218970.0000,217250.5000,217870.0000,172
2016-09-19,218379.0000,219210.0000,217360.0000,218000.0000,320
2016-09-16,218380.0100,218530.0000,216810.0000,218400.0000,685
2016-09-15,218700.0000,220564.4800,218434.4500,220339.0000,214
2016-09-14,219040.0000,220310.0000,218079.9900,218609.9900,279
2016-09-13,221900.0000,221900.0000,218000.0000,219150.0000,529
2016-09-12,219640.0000,224000.0000,219000.0000,223520.0000,271
2016-09-09,224100.0000,224210.5000,219870.0000,220109.9900,330
2016-09-08,224499.9900,225100.0000,224055.0000,224740.0000,264
2016-09-07,225510.0000,225659.5000,224080.0000,224230.0000,183
2016-09-06,226340.0000,226340.0000,224000.0000,225849.0000,192
2016-09-02,225970.0000,226490.0000,225040.0000,226050.0000,99
2016-09-01,225680.0000,226440.0000,223240.0000,225350.0100,212
2016-08-31,225280.0000,226145.0000,223040.0000,225760.0000,228
2016-08-30,224040.0000,225330.0000,224040.0000,224850.0000,219
2016-08-29,222800.0000,224450.0000,222800.0000,223400.0500,365
2016-08-26,222930.0000,223630.0000,220890.0000,222040.0000,493
2016-08-25,222699.8000,223060.0000,222250.0000,222999.0000,375
2016-08-24,223000.0100,223201.0000,222270.0000,222824.0000,147
2016-08-23,223020.0000,223870.0000,222850.5000,223500.0000,230
2016-08-22,222750.0000,223050.0100,221970.0000,222446.0000,100
2016-08-19,223000.0000,223220.0000,221900.0000,223040.0000,280
2016-08-18,223850.0000,224000.0000,222855.0000,223200.0000,347
2016-08-17,220920.0000,223960.0000,220920.0000,223889.9800,362
2016-08-16,221605.0000,221995.0000,220805.0000,220805.0000,481
2016-08-15,221523.0000,221995.0000,220750.0000,221995.0000,255
2016-08-12,220630.0000,221750.0000,220630.0000,221750.0000,281
2016-08-11,220495.0000,222030.0000,220000.0000,221890.0000,564
2016-08-10,220740.0000,221039.9900,219260.0000,220000.0000,450
2016-08-09,218500.0000,221140.0000,218310.0000,220605.0500,774
2016-08-08,218000.0000,218500.0000,216460.0000,218300.0000,449
2016-08-05,215970.0000,218150.0000,215800.0000,218010.0000,571
2016-08-04,215610.0000,215620.0000,214400.0000,214830.0000,116
2016-08-03,215735.0000,215735.0000,214620.0000,215300.0000,151
2016-08-02,215350.0000,215630.0000,214520.0000,214900.0000,173
2016-08-01,216540.0000,216790.0000,215430.0000,215960.0000,84
2016-07-29,215800.0000,216750.0000,215710.0000,216000.0000,129
2016-07-28,216000.0000,217011.0000,215250.0000,216660.0000,86
2016-07-27,216220.0000,217100.0000,215670.0000,216300.0000,91
2016-07-26,216640.0000,217190.0000,215901.0000,216400.0000,118
2016-07-25,217600.0000,217600.0000,215430.0000,216005.0000,89
2016-07-22,216760.0000,217157.5000,215920.0000,216805.0000,154
2016-07-21,218900.0000,219043.7200,216315.0000,216315.0000,250
2016-07-20,220003.0000,220270.0000,218590.0000,219187.0000,156
2016-07-19,219060.0000,220360.0000,218900.0000,220265.0000,506
2016-07-18,219000.0000,220000.0000,219000.0000,219900.0000,367
2016-07-15,219280.0000,219400.0000,217660.0000,218990.0000,125
2016-07-14,219250.0000,219940.0000,218280.0100,218590.5000,259
2016-07-13,216975.0000,218950.0000,216690.0000,218950.0000,324
2016-07-12,216140.0000,217500.0000,216070.0000,217050.0000,242
2016-07-11,216405.0000,216405.0000,215200.0000,215824.0000,174
2016-07-08,214590.0000,215550.0000,214035.0000,214720.0000,242
2016-07-07,214036.1200,214450.0000,211900.0000,212501.0000,295
2016-07-06,212010.0000,213950.0000,211500.0000,213620.0000,240
2016-07-05,214710.0000,215270.0000,212650.0000,212960.0000,191
2016-07-01,216421.0000,217209.9900,215600.0000,216298.0000,232
2016-06-30,213399.9000,217030.0000,213220.0100,216975.0000,581
2016-06-29,212100.0000,213080.0000,210000.0000,212645.0000,432
2016-06-28,209504.9800,210500.0000,207650.0000,210400.0000,347
2016-06-27,208860.0000,208860.0000,205074.0000,208000.0000,444
2016-06-24,210505.0000,212730.0000,209500.0000,209852.0000,895
2016-06-23,217021.0000,218850.0000,216983.2100,218850.0000,428
2016-06-22,215420.0000,216940.0000,215420.0000,216266.0000,205
2016-06-21,213140.0000,215420.0000,212830.0000,215420.0000,281
2016-06-20,213200.0000,214396.0000,212500.0000,212630.0000,199
2016-06-17,212350.0000,212350.0000,210650.5000,211200.0000,277
2016-06-16,210100.0000,213000.0000,208609.5000,213000.0000,333
2016-06-15,212405.0000,213210.0000,210050.0000,210050.0000,268
2016-06-14,211240.0000,212250.0000,210880.0000,212070.0000,467
2016-06-13,212299.9800,213925.0000,211450.0000,211450.0000,222
2016-06-10,211800.0100,213460.0000,211800.0100,212622.0000,124
2016-06-09,213286.5000,213650.0000,211810.0000,213210.0000,111
2016-06-08,212620.0000,214000.0000,212620.0000,213500.0000,106
2016-06-07,213200.0100,213662.1200,212180.0000,212210.0000,151
2016-06-06,212205.0000,213710.0000,212205.0000,212880.0000,253
2016-06-03,211700.0000,212239.6000,210210.0000,211615.0000,201
2016-06-02,212147.6000,213060.0000,211570.0000,212355.0000,170
2016-06-01,211100.0000,213090.0000,210702.7000,212360.0000,225
2016-05-31,215900.0000,216070.0000,211695.0000,211695.0000,253
2016-05-27,215379.9900,215379.9900,214290.0000,214303.0000,187
2016-05-26,215750.0000,215970.0000,214360.0000,214600.0000,153
2016-05-25,215650.0000,217300.0000,215565.0000,216185.0000,250
2016-05-24,213080.0000,216090.0000,213000.0100,215650.0000,324
2016-05-23,213050.0000,213050.0000,211650.0000,212210.0000,186
2016-05-20,211810.0000,213680.0000,211810.0000,212833.0000,259
2016-05-19,211250.0000,212070.0100,209600.0000,211179.9900,254
2016-05-18,210155.0000,212700.0000,209940.0000,212200.0000,174
2016-05-17,212780.0000,212780.0000,209865.0000,210695.0000,318
2016-05-16,211905.0000,213150.0000,211905.0000,212530.0000,298
2016-05-13,214550.0000,215200.0000,211749.9900,212140.0000,269
2016-05-12,214900.0000,215570.0000,213435.0000,214860.0000,161
2016-05-11,217100.0000,217205.0000,214210.5000,214468.0000,158
2016-05-10,214700.0000,217280.0000,214700.0000,216975.0000,277
2016-05-09,216580.0000,216580.0000,212950.0000,214430.0000,206
2016-05-06,215390.0000,217245.0000,215135.0000,216999.9900,181
2016-05-05,216515.0000,217200.0000,215230.0000,215880.0000,174
2016-05-04,215755.0000,216550.0000,215103.0000,216515.0000,178
2016-05-03,219799.9800,219799.9800,216300.0000,217354.0000,251
2016-05-02,219180.0000,220640.0000,218730.0000,220252.5000,207
2016-04-29,218679.0000,219750.0000,216860.0000,219000.0000,211
2016-04-28,219870.0000,221030.2300,218661.0000,219120.0000,236
2016-04-27,220329.9000,221985.0000,219979.9900,221430.0000,193
2016-04-26,219600.0000,220680.0000,219540.0000,220340.0000,440
2016-04-25,218700.0000,219393.0000,218330.0000,219278.0000,124
2016-04-22,217400.0000,219500.0000,217400.0000,219038.0000,162
2016-04-21,219120.0000,219495.0000,217045.0000,217460.0000,321
2016-04-20,218400.0000,219600.0000,218060.0000,218928.0000,215
2016-04-19,216945.0000,219499.0000,216840.0000,219000.0000,315
2016-04-18,214350.0000,216650.0000,214350.0000,216650.0000,196
2016-04-15,216080.0000,216080.0000,214470.0000,215110.0000,184
2016-04-14,216250.0000,216250.0000,215310.0000,215600.0000,236
2016-04-13,214480.0000,216178.0000,214294.0100,216130.0000,340
2016-04-12,212250.0000,213720.0000,211651.9900,213700.0000,227
2016-04-11,212340.0000,213180.0000,211660.0000,211660.0000,109
2016-04-08,212300.0000,213144.4700,211250.0000,211705.0000,143
2016-04-07,211302.0100,211911.0000,210670.0000,211400.5000,150
2016-04-06,212299.0000,212990.0000,211000.0000,212990.0000,203
2016-04-05,213501.0000,213883.9300,211900.0000,212340.0000,223
2016-04-04,215560.0000,215600.0000,214360.0000,215060.0000,220
2016-04-01,211850.0000,215950.0000,209641.0000,215740.0000,321
2016-03-31,214125.0000,214622.5000,212400.0000,213450.0000,209
2016-03-30,214345.0000,215130.0000,213588.3300,214035.0000,326
2016-03-29,212435.0000,213000.0000,211000.0000,212800.0000,145
2016-03-28,211120.0000,212619.0000,210790.0100,212125.0000,170
2016-03-24,210200.0100,210980.0000,209525.0000,210530.0000,179
2016-03-23,212900.0000,213340.0000,211370.0000,211370.0000,257
2016-03-22,213200.0000,214538.0000,212790.0000,213400.0500,217
2016-03-21,213330.0000,214000.0000,212860.0000,213300.0500,220
2016-03-18,214250.0000,214560.0000,212481.0000,213330.0000,304
2016-03-17,210240.0000,214000.0000,209925.0000,213600.0000,374
2016-03-16,210200.0000,211000.0000,210140.4300,210200.0000,403
2016-03-15,209720.0000,211200.0000,209173.0000,211070.0000,207
2016-03-14,212000.0000,212249.5000,209850.0000,210300.0000,238
2016-03-11,209990.0000,211600.0000,209490.0000,211600.0000,554
2016-03-10,209865.0000,210001.0000,207930.0000,209120.0000,676
2016-03-09,208335.9900,209425.0000,208250.0000,209250.0000,514
2016-03-08,208150.0000,208700.0000,207280.0100,207989.0000,554
2016-03-07,207500.0000,208750.0000,206620.5000,208500.0000,668
2016-03-04,206199.9000,207945.0000,205700.0000,207945.0000,1111
2016-03-03,205750.0000,206395.4400,204998.5000,206000.0000,423
2016-03-02,205999.9900,206009.4400,204580.0000,205500.0000,393
2016-03-01,203899.0000,205605.5000,202600.0000,205500.0000,694
2016-02-29,200100.0000,203192.0000,200000.0000,202555.0000,878
2016-02-26,199000.0000,200000.0000,198000.0000,198190.5000,381
2016-02-25,197690.0000,198899.0000,196100.0000,198899.0000,442
